rank,score,record_id,patent_id,domain,title,abstract,candidate_type,source
2873,0.1,18/281427,12036661,humanoid-robot-commercialization-technology,Gripper device configured to be attached to a robotic device and to pickup a food product from a pickup area and to release it from a releasing location to a receiving location,A gripper device is configured to be attached to a robotic device and to pick up a food product from a pickup area and to release it from a releasing location to a receiving location. A method is provided for picking up a food product from a pickup area and releasing it from a releasing location to a receiving location can be used with the gripper device.,easy_negative,out_of_domain
2874,0.1,17/695583,12552050,humanoid-robot-commercialization-technology,Unidirectional valve for suction-based end effector of robotic arm,"A robotic system can include or be coupled with an end effector assembly. The end effector may include multiple of suction cups configured to individually receive suction pressure (e.g., from a shared vacuum source), and a set of unidirectional valves coupled to the multiple suction cups to individually control supply or cut-off of the suction pressure to an individual suction cup of the plurality of suction cups. Each of the unidirectional valves may include a first flow path to convey the suction pressure from the source of suction pressure to the suction cup, and a second flow path extending between a suction cup to the atmosphere. The valve can be configured to switch between the first flow path and the second flow path to activate or deactivate the individual suction cup.",easy_negative,out_of_domain
2875,0.1,17/696181,12151382,humanoid-robot-commercialization-technology,"Remote operation system, remote operation method, and remote operation program","A remote operation system, a remote operation method, and a remote operation program capable of preventing the burden on one remote operator when this person remotely operates a plurality of robots in parallel from increasing are provided. In a remote operation system, a remote operator remotely operates a plurality of robots, and a service can be provided as a result of execution of a plurality of tasks for a service receiver. The remote operation system includes a task allocation unit configured to allocate a plurality of tasks to the plurality of respective robots and a remote operation condition granting unit configured to grant, to the plurality of respective robots, remote operation conditions in accordance with the content of the plurality of tasks that have been allocated to the plurality of respective robots.",easy_negative,out_of_domain
2876,0.1,17/655458,11969906,humanoid-robot-commercialization-technology,Collaborative robot system and assembly set thereof,"A collaborative robot system having high safety when executing tasks in collaboration with operators and which can be finely adjusted at a site is achieved. A collaborative robot system according to an embodiment of the present disclosure is assembled by an operator for executing a task in collaboration with the operator. The collaborative robot system includes a driving unit, an operation unit configured to operate by a driving force of the driving unit to execute the task, a control unit configured to control the driving unit, a program executed by the control unit, a safety securing unit including a cover covering the operation unit or a sensor configured to detect contact of the operator with the operation unit, and an interface, an input apparatus of the operator being connected to the interface in order to modify the program.",easy_negative,out_of_domain
2877,0.1,18/840904,12643222,humanoid-robot-commercialization-technology,Parallel link robot and parallel link robot system,"A parallel link robot according to one aspect of the present disclosure includes a plurality of arm units and a movable part commonly connected to distal ends of the plurality of arm units. Each of the arm units includes a pedestal, a first arm rotatably supported on the pedestal, a second arm rotatably connected to the first arm, a motor installed in the pedestal, and a reduction gear installed in the pedestal and configured to transmit rotation of the motor to the first arm. The pedestal is provided with a mounting structure for individually mounting the arm unit to an external trestle. The pedestal is equipped with a cable connector for ensuring a direct connection with an external control device.",easy_negative,out_of_domain
2878,0.1,17/694836,11986968,humanoid-robot-commercialization-technology,Real-time control system for industrial robot based on virtual reality (VR),"A real-time control system for industrial robots based on virtual reality (VR), including: a VR headset, a VR controller, a model construction module, a motion control module, a data communication system and a robot controller. Through the VR controller, a user can touch and drag an end of the gripper to move the robot in the Cyber environment. When the gripper moves into a bounding box of a control point, the data communication system is triggered, and a communication code corresponding to the control point is sent to the robot controller via a Unity engine script. After receiving the code, the robot controller sends the corresponding motion command such that the robot such that the robot moves in real time according to the control data.",easy_negative,out_of_domain
2879,0.1,17/699545,12186919,humanoid-robot-commercialization-technology,Perception mast for an integrated mobile manipulator robot,"A perception mast for mobile robot is provided. The mobile robot comprises a mobile base, a turntable operatively coupled to the mobile base, the turntable configured to rotate about a first axis, an arm operatively coupled to a first location on the turntable, and the perception mast operatively coupled to a second location on the turntable, the perception mast configured to rotate about a second axis parallel to the first axis, wherein the perception mast includes disposed thereon, a first perception module and a second perception module arranged between the first imaging module and the turntable.",easy_negative,out_of_domain
2880,0.1,17/702141,12214508,humanoid-robot-commercialization-technology,Robotic system comprising a movable robot,"A robotic system and method includes at least one robot actively or passively mobile between at least first and second locations, and a first safety configuration being defined at least for said first location. A first data carrier associated to the first safety configuration is located in said first location, and the robot comprises a reader adapted to read the first data carrier when the robot is in said first location.",easy_negative,out_of_domain
2881,0.1,17/699523,12240105,humanoid-robot-commercialization-technology,Dynamic mass estimation methods for an integrated mobile manipulator robot,"A method of estimating one or more mass characteristics of a payload manipulated by a robot includes moving the payload using the robot, determining one or more accelerations of the payload while the payload is in motion, sensing, using one or more sensors of the robot, a wrench applied to the payload while the payload is in motion, and estimating the one or more mass characteristics of the payload based, at least in part, on the determined accelerations and the sensed wrench.",easy_negative,out_of_domain
2882,0.1,18/281678,12667959,humanoid-robot-commercialization-technology,System and method for executing an assembly task by means of a robot,A system for executing an assembly task or production task in a verified way includes: an n-axis robot having a base and an articulated arm which is connected to the base and can be moved in n machine axes relative to the base and includes a first articulated-arm portion and a second articulated-arm portion. The system also includes a tool having a first functional element and a second functional element. The first functional element is coupled to the first articulated-arm portion such that it participates in movements which can be performed by the first articulated-arm portion. The second functional element is coupled to the second articulated-arm portion such that it participates in movements which can be performed by the second articulated-arm portion relative to the first articulated-arm portion and first functional element in the robot joint.,easy_negative,out_of_domain
2883,0.1,17/656304,12220820,humanoid-robot-commercialization-technology,"Robot slider position setting device, robot slider position setting method, and robot slider position setting program","A robot slider position setting device sets a position of a robot slider that moves while being loaded with a robot that performs predetermined work on a workpiece by using a tool provided at a distal end of the robot. The robot slider position setting device includes an interference-region-information storage unit that stores interference region information indicating an interference region with which the robot interferes in a predetermined ambient environment, an approaching-direction determination unit that determines a direction of an arm of the robot as an arm approaching direction such that the direction does not overlap the interference region by fixing a wrist rotation center of the robot in a state where the tool is in an orientation according to a predetermined working position, and a position determination unit that determines the position of the robot slider based on the arm approaching direction determined by the approaching-direction determination unit.",easy_negative,out_of_domain
2884,0.1,18/279449,12678951,humanoid-robot-commercialization-technology,"Device for generating signal for weaving motion, control device, and method","A device includes an input reception unit that receives input of a parameter of a weaving signal, a signal generation unit that generates a weaving signal having the received parameter, a parameter acquisition unit that acquires, as a filtered parameter, the parameter of the weaving signal in a case where the weaving signal is subjected to filtering processing, a condition determination unit that determines whether or not the filtered parameter satisfies a predetermined condition, and a parameter adjustment unit that adjusts the received parameter if the filtered parameter is determined not to satisfy the predetermined condition. The signal generation unit generates a weaving signal having the parameter adjusted by the parameter adjustment unit.",easy_negative,out_of_domain
2885,0.1,17/704071,12157236,humanoid-robot-commercialization-technology,"Control method for robot system, robot system, and storage medium","A control method for a robot system includes a detection step of detecting a position of a female connector, a reference position setting step of setting a reference position as a reference for determination as to whether or not an insertion of a male connector into the female connector is successful based on the position of the female connector, and an insertion operation step of moving the male connector in an insertion start position along an insertion direction of the female connector, with a position where a force sensor of a robot detects a predetermined force generated by contact between the male connector and the female connector during the movement as a comparison position, and determining whether or not the insertion is successful by comparing the reference position and the comparison position.",easy_negative,out_of_domain
2886,0.1,17/702923,12162154,humanoid-robot-commercialization-technology,"Robot system, control device, and control method","A robot system includes a SCARA robot including a robot arm to which an end effector is attached and a driving section configured to drive the robot arm and a control device configured to control the driving section based on a control signal. The control device determines whether being in a first case in which a predetermined condition is satisfied or a second case in which the predetermined condition is not satisfied, in the first case, controls the driving section based on the control signal, and, in the second case, determines a frequency component to be removed from the control signal using a band stop filter, removes the frequency component from the control signal using the band stop filter to generate a corrected control signal, and controls the driving section based on the generated corrected control signal.",easy_negative,out_of_domain
2887,0.1,18/546972,12569980,humanoid-robot-commercialization-technology,Robot system comprising robot equipped with display unit,"This robot system comprises: a display control unit which controls an image to be displayed in a display region of a display unit; and a reference direction setting unit which sets a reference direction for determining the orientation of an image. On the basis of the axial positions of respective joint shafts of the robot and the reference direction, the display control unit controls the orientation of an image shown on the display unit so as to perform display that represents a prescribed postural relation with respect to the reference direction.",easy_negative,out_of_domain
2888,0.1,17/702904,12053895,humanoid-robot-commercialization-technology,Capturing environmental scans using automated transporter robot,"A system includes a transporter robot with a motion controller that changes the transporter robot's poses during transportation. A scanning device is fixed to the transporter robot. One or more processors are coupled to the transporter robot and the scanning device to generate a map of the surrounding environment. At a timepoint T1, when the transporter robot is stationary at a first location, a first pose of the transporter robot is captured. During transporting the scanning device, at a timepoint T2, the scanning device captures additional scan-data of a portion of the surrounding environment. In response, the motion controller provides a second pose of the transporter robot at T2. A compensation vector and a rotation for the scan-data are determined based on a difference between the first pose and the second pose. A revised scan-data is computed, and the revised scan-data is registered to generate the map.",easy_negative,out_of_domain
2889,0.1,17/657269,12233545,humanoid-robot-commercialization-technology,"Modular, propelled cable suspended robot for industrial plants and unmanned offshore platforms","Modular, propelled cable-driven robotic platform systems and methods of operation are disclosed. The system includes a robotic platform suspended by a system of overhead cables, motorized cable reels and pulleys. The robotic platform is configured to be equipped with tool modules for performing respective tasks. Additionally, the tool modules each have a multirotor propulsion system. A master control computer coordinates operation of the motorized cable and propulsion systems as a function of sensor data captured by navigation sensors on-board the platform so as to maneuver the robotic platform inside an industrial plant. The system is configured to maneuver around pipings and avoid obstacles in the plant in order to maximize the effective workspace that the robotic platform can reach to perform operations including inspection or repair.",easy_negative,out_of_domain
2890,0.1,18/283105,12496709,humanoid-robot-commercialization-technology,Industrial robot,"An industrial robot with parallel kinematics includes a robot base, an effector carrier receiving an effector, a first actuating arm, a second actuating arm, and a third actuating arm, wherein each actuating arm is driven at one end and is received on the robot base and is movably connected with its other end to the effector carrier. The actuating arms are adapted to move the effector carrier translationally in three dimensions in space relative to the robot base. The first actuating arm and the second actuating arm are connected to the effector carrier via lower arm joints. All lower arm joints of the first and second actuator arms lie in an effector carrier plane. The effector carrier is secured against rotation about a z-axis perpendicular to the effector carrier plane by the third actuating arm.",easy_negative,out_of_domain
2891,0.1,17/708010,12251827,humanoid-robot-commercialization-technology,Exoskeleton and master,"The invention relates to the improvement of exoskeletons and masters thereof and to their use in teleoperative applications in virtual worlds or the real world. Non-actuated exoskeletons can be used to transfer loads from the user, for example, heavy luggage, tools or also the body weight of the user, to the ground and to relieve the joint and muscle system of the user. This can increase the endurance and also effective strength of the user. Motor-driven, actuated exoskeletons can be used in different fields. They can be worn as a freely moveable robotic suit which comprises a built-in energy supply and electronic control. They can also be used to improve the force and endurance of a user whilst the user moves in an unlimited environment. Another use of the fixed exoskeleton is in the field of interaction with virtual worlds or for controlling real robots. In this instance, an exoskeleton can be used to establish a teleoperative connection between the user and the master (virtual avatar or real robot). The user users the exoskeleton to directly transfer control commands to the master. The elements of the user and the master then practically carry out the same movements synchronously. The aim of the invention is to improve exoskeletons and masters of the mentioned type and the associated control units. This can, in particular, be achieved by a favorable realization of rotational axes which define rotational movements of different elements which to a large extent perform a hip movement.",easy_negative,out_of_domain
2892,0.1,17/711991,12569999,humanoid-robot-commercialization-technology,Configuring and managing fleets of dynamic mechanical systems,"Provided is a distributed robot management system, including: a first fleet of robots at a first facility; and a robot management server system remote from the first facility and communicatively coupled with the first fleet of robots via a network, wherein the robot management server system is configured to: provide configuration information to the first fleet of robots, maintain a remote representation of state of robots in the first fleet of robots, receive and store data from the first fleet of robots, and provide computing resources by which robots in the first fleet of robots are trained.",easy_negative,out_of_domain
2893,0.1,17/920990,12208506,humanoid-robot-commercialization-technology,Dual-airway bionic snail soft robot,"The present invention discloses a dual-airway bionic snail soft robot, which includes ventral muscular feet, an air pressure controlling device and mucus, wherein the ventral muscular foot includes an upper deformation layer, a lower deformation layer and a strain sensor. Snail ventral muscular feet are simulated by the upper deformation layer and the lower deformation layer to produce wave motion. The strain sensor senses a wave motion state of the soft robot to provide a basis for the air pressure controlling device to output air pressure. In another aspect, snail mucus is replaced with glycerin to produce a suction force and improve crawling efficiency. The designed bionic snail soft robot can move forward, move backward and turn in situ, thereby realizing free movement in a microgravity environment.",easy_negative,out_of_domain
2894,0.1,17/715186,12109713,humanoid-robot-commercialization-technology,Remote robot system and method of controlling remote robot system,"A remote robot system and a method of controlling a remote robot system capable of responding appropriately according to a user are provided. A remote robot system includes: a robot configured to perform a predetermined operation including collection of local information near the robot; a guide terminal capable of remotely operating the operation of the robot; and a participant terminal capable of remotely communicating with the guide terminal, in which the participant terminal includes: a display panel configured to output the local information acquired from the robot to the user; and an interest detection unit configured to detect user's interest in the output local information.",easy_negative,out_of_domain
2895,0.1,17/716433,11571812,humanoid-robot-commercialization-technology,Robot with linear 7th axis,"The present application discloses a robotic control system, and a method and a computer system for controlling a robot. The robotic control system includes a memory and one or more processors coupled to the memory. The memory is configured to store configured to store a model of a robot having a plurality of axes of control including at least a linear axis and one or more rotational axes. The one or more processors are configured to use the model to control the robot to perform a task, including by sending to the robot a set of control signals to cause the robot to move with respect to two or more of said axes of control including at least the linear axis.",easy_negative,out_of_domain
2896,0.1,17/714567,12304073,humanoid-robot-commercialization-technology,"Machine learning device, machine learning method, and controller for robot","A machine learning device and a machine learning method are provided. A controller, which serves as the machine learning device and the machine learning method, is provided to perform machine learning of algorithms for arranging a flexible wire-like workpiece to a predetermined state using an industrial robot. In an embodiment, the machine learning device includes: an acquisition unit that acquires, as state variables, a state of the workpiece before arrangement starts and a state of the workpiece during arrangement; and a learning unit that performs machine learning of an algorithm for arranging the workpiece based on the state variables acquired by the acquisition unit.",easy_negative,out_of_domain
2897,0.1,17/711973,12318933,humanoid-robot-commercialization-technology,System for presenting robotic data flows for application development,A robot system includes a first computing device and a second computing device. The first computing device is configured to control operation of the robot based on data flows received from a plurality of sensors of the robot and the second computing system is configured to receive and process at least some of the data flows concurrently while the first computing system controls operation of the robot.,easy_negative,out_of_domain
2898,0.1,17/716382,12390940,humanoid-robot-commercialization-technology,Robotic foam dispenser,"A device that dispenses spacer material is disclosed. The device may be implemented in connection with a robotic palletization/depalletization system. The device may include a mounting hardware configured to mount the device on or adjacent to an end effector of a robotic arm, a communication interface configured to receive a control signal, and an actuator configured to dispense a quantity of spacer material from a supply of spacer material in response to the control signal.",easy_negative,out_of_domain
2899,0.1,17/717843,12358130,humanoid-robot-commercialization-technology,Machine learning device and robot system,"In a robot (industrial robot) system, a robot holds a workpiece by pinching the workpiece between movable claws. A controller, which controls the robot, includes a host controller that controls the robot to perform a positioning operation for positioning the hand to a grip position and a gripping operation for displacing each of the movable claws toward each other at the grip position. In the controller, a machine learning device acquires stop reference data set for gripping of the workpiece, distance data indicating a distance between each of the movable claws of the hand positioned at the grip position and the workpiece, and comparison data indicating a deformation amount of the workpiece before and after the gripping operation. The machine learning device performs machine learning using such acquired data, resulting in constructing a model used for setting an operation mode of the gripping operation.",easy_negative,out_of_domain
2900,0.1,17/716388,11633864,humanoid-robot-commercialization-technology,Polybag gripping suction cup,"A vacuum cup connected to a robotic arm for picking and placing items is disclosed. The vacuum cup includes one or more walls that defines (i) a first internal cavity and (ii) an opening to the first internal cavity, wherein the first internal cavity is defined at least in part by an interior surface adjacent to the opening to the first internal cavity, the interior surface defining an internal ridge positioned to mechanically engage a material drawn into the first internal cavity through the opening at an angle such that the mechanical engagement resists the material being removed from the first internal cavity via the opening. In response to the item being engaged and the suction system controlling the pressure within the first internal cavity to create a vacuum seal between the vacuum cup and the item, at least part of the item is caused to enter the first internal cavity at least during engagement of the vacuum seal.",easy_negative,out_of_domain
2901,0.1,17/730421,12459122,humanoid-robot-commercialization-technology,"Area setting device, rack, control system, area setting method, and non-transitory computer readable medium storing program","A technique shortens the time taken to adjust a protection area. An area setting device includes a setting unit that sets a protection area in at least a part of a surrounding environment of a robot to detect an entry of an object, an obtainer that obtains surrounding information about the robot, and a storage prestoring a set value for the protection area and the surrounding information associated with each other. The setting unit sets the protection area based on the set value read from the storage.",easy_negative,out_of_domain
2902,0.1,18/012961,12434385,humanoid-robot-commercialization-technology,Multi-thread controller for parallel robot,"The present disclosure relates to a multi-thread controller for a parallel robot. All tasks are concentrated in four layered threads, namely, a main thread, a real-time thread, a preprocessing thread and a background thread; different priorities of tasks are placed in different levels of threads, so that motion logic is first ensured, second motion planning, then communication and interface interaction, and finally file reading and time consumption calculation; various operations are strictly performed in respective threads; and between the threads are provided a thread security queue for data interaction and a thread clock calling and task pushing mechanism, so that the security of communication calling and the flexibility of data interaction are realized between the threads.",easy_negative,out_of_domain
2903,0.1,18/553949,12643233,humanoid-robot-commercialization-technology,Robotic cells,"A robot cell, having a cell floor defining an array of nodes corresponding with a predetermined two-dimensional coordinate system and defining a volume for receiving a workpiece W therein, is described. The robot cell comprises: a set of robots, including a first robot, having respective bases, end effectors and working envelopes and defining respective three-dimensional coordinate systems, located according to the array of nodes; a set of detectors, including a first detector, configured to detect respective locations and/or bearings of the set of robots; a set of sensors, including a first sensor, configured to sense respective poses of the set of robots; and a controller, communicatively coupled to the set of robots and to the set of detectors, configured to control movement of the set of robots using the detected respective locations and/or bearings of the set of robots.",easy_negative,out_of_domain
2904,0.1,18/572647,12129120,humanoid-robot-commercialization-technology,System and method for picking flat-pack articles,"There are disclosed method and system (10) for picking of articles (12), in particular flat-pack articles (12), in accordance with picking orders, wherein the system (10) comprises: a rack (24) extending substantially along longitudinal and height directions (X, Y) of the system (10) and comprising a plurality of storage locations (30) configured to store source pallets (30); a gantry robot (36) including a manipulation unit (37) configured to transfer the articles (16); a packing position (62) configured to buffer a target pallet (34); a plurality of conveyors (38); and a control (74), which is preferably configured to determine, for each of the orders, an order-specific packing pattern for automatically packing, by the gantry robot (36), several of the articles (12) in accordance with the respective order from one or more of the source pallets (30) on a target pallet (34) in the packing position (62); wherein each of the conveyors (38) comprises a receiving position (66), which is positioned within the rack (24) and configured to receive the source pallets (30), as well as a delivering position (58), which is positioned within an action space of the gantry robot (36) and configured to provide, preferably dynamically, the source pallets (30); wherein the gantry robot (36) defines the action space, within which the manipulation unit (37) is movable and which contains the packing position (62) and the delivering positions (58) the conveyor (38); and wherein the control (74) is further configured to cause that such of the source pallets (30) are transported from the storage locations (32) via the receiving positions (66) to the delivering positions (58), which include the articles (12) required for the packing in accordance with the respective packing pattern.",easy_negative,out_of_domain
2905,0.1,17/720731,12138783,humanoid-robot-commercialization-technology,Robotic end-tool with divider restraining mechanism,"A robotic end-tool including a divider restraining mechanism that utilizes a movable foot structure to restrain divider inserts during the automated extraction of objects from a box using a robot mechanism. The end-tool includes a frame connected to the robotic mechanism and an object gripping device (e.g., a suction cup) connected to the frame. The foot structure is connected to one end of a guide rod that is restricted to move in an axial direction by a linear bearing that is attached to the frame. Before each automated extraction the robot mechanism manipulates the frame to position the object gripping device mechanism over a targeted object. During each extraction operation the foot structure applies and maintains a restraining force on the divider insert while object gripping device is manipulated by the robot mechanism to secure and then extract the selected object out of its associated storage compartment.,",easy_negative,out_of_domain
2906,0.1,17/736471,12134188,humanoid-robot-commercialization-technology,Module and method for linking driving units of robot system,"A module and method for linking information of a plurality of driving units, and a module and method for linking driving units of a robot system in which a master controls a plurality of driving units included in a plurality of slave devices through communication are provided. The module and method for linking driving units of a robot system provide compatibility with an existing robot motion table that uses one driving unit for one device without requiring a separate conversion operation.",easy_negative,out_of_domain
2907,0.1,17/729305,12246457,humanoid-robot-commercialization-technology,System and method for connection of service lines to trailer fronts by automated trucks,"This invention provides a system and method for allowing motion of a robotic manipulator on an AV truck in connecting to a native gladhand on a trailer front that represents and constructs a model of this free space on-the-fly, in the manner of an Obstacle Detection and Obstacle Avoidance (OD/OA) system and process. A robotic arm on an AV truck is adapted to connect a pneumatic line to a gladhand on the trailer front. A first 3D sensor generates a pointcloud, and is located at an elevated position on the truck to image the trailer front. A second 3D sensor also generates pointclouds at during robot motion, located adjacent to an end of the robotic arm. An occlusion mapping process generates an occlusion map of the trailer front, and a map update process updates the occlusion map to add and remove voxels therefrom to allow safe guidance of the robot.",easy_negative,out_of_domain
2908,0.1,17/737075,12466071,humanoid-robot-commercialization-technology,"Robots, tele-operation systems, and methods of operating the same","The present disclosure describes robots and tele-operation systems where a select control paradigm is selected from a plurality of control paradigms based on an identity of an operator, role of an operator, or expected tasks to be performed by the robot. Generic robots can be operated in accordance with any of the plurality of control paradigms, such that any of said generic robots can serve a role or act as an assistant to an operator by selection of an appropriate control paradigm. Control paradigms can be operator specific, or specific to a faction or role which an operator fits in, or specific to a set of tasks to be performed by the robot. The present disclosure also describes feedback mechanisms by which a robot or tele-operator system receive operator feedback and update a control paradigm, to gradually improve the control paradigm over time.",easy_negative,out_of_domain
2909,0.1,17/736558,11897131,humanoid-robot-commercialization-technology,Actuator,"A universal actuator for driving a continuum arm robot having a plurality of tendons includes; a housing; a power supply pack with a power source; a control pack with an industrial programmable logic controller, a screen, a rotary encoder linked to an analogue input device, a digital output device, a plurality of electronic control cards that connect the programmable logic controller to a user input device, the rotary encoder and an actuator pack for controlling the motion of the continuum arm robot, the programmable logic controller or the screen having a computer program to allow for set up and control of the continuum arm robot.",easy_negative,out_of_domain
2910,0.1,18/562897,12533792,humanoid-robot-commercialization-technology,Building exterior wall cleaning robot,A building exterior wall cleaning robot is disclosed. The building exterior wall cleaning robot comprises: a robot body which cleans a building exterior wall while being suspended on ropes and has a predetermined weight; an LM guide which is coupled to the robot body and provided to have a predetermined length; and a moving unit which is connected to the ropes and moves along the LM guide to move the point on which the tension of the ropes is acting.,easy_negative,out_of_domain
2911,0.1,17/740627,12485538,humanoid-robot-commercialization-technology,Method and system for determining a workplace loading location in a CNC machine with a robotic arm,"A system is provided for determining a loading location of a workpiece relative to a holding fixture, comprising: a robot including a sensor; and a controller coupled to the robot and configured to activate the robot to grip the workpiece; enable a free-drive mode to permit an operator to move the gripped workpiece to a starting location; execute a center location routine including causing the robot to: move in a first direction until the sensor senses contact with a first surface of the holding fixture; move in a second direction until the sensor senses contact with a second surface; move in a third direction until the sensor senses contact with a third surface; and compute a three-dimensional center point of the holding fixture representing the loading location of the workpiece using the first, second and third sensed positions of contact.",easy_negative,out_of_domain
2912,0.1,18/863780,12343879,humanoid-robot-commercialization-technology,Safety functions in an industrial robot,"A method of controlling an industrial robot, including a robot controller, a programming interface, which is separate from the robot controller, and a robot manipulator with a plurality of actuators. The method includes: receiving a first release signal via a first safe input means; receiving actuator-selection data, which indicates one or more of the actuators, via an arbitrary input means at the programming interface; receiving a second release signal via a second safe input means at the programming interface after having received the actuator-selection data; and, in response to determining that the first and second release signals are still received, causing the actuators indicated by the actuator-selection data to enter a movement-without-drive-power mode.",easy_negative,out_of_domain
2913,0.1,17/749536,12569982,humanoid-robot-commercialization-technology,"Systems, devices, and methods for a hydraulic robotic arm","A robot includes a body, a first robotic arm physically coupled to the body, and a first discrete hydraulic system comprising a first plurality of hydraulic components. The first robotic arm includes a first end effector. The first hydraulic system is operable to control the first end effector. The first plurality of hydraulic components are integrated with the first robotic arm. In some implementations, the robot includes a second robotic arm physically coupled to the body, and a second discrete hydraulic system consisting of a second plurality of hydraulic components. The second robotic arm includes a second end effector. The second hydraulic system is operable to control the second end effector. The second plurality of hydraulic components are integrated with the second robotic arm. The second hydraulic system is hydraulically-isolated from the first hydraulic system.",easy_negative,out_of_domain
2914,0.1,17/749469,12454057,humanoid-robot-commercialization-technology,System for component fastening system using cooperative robot and fastening method thereof,"A parts fastening system using a cooperative robot that fastens a module part to a fastening target includes: a jig to load the module part at a predetermined position; a loading robot to grip the module part loaded on the jig, and to move and align the module part to a fastening area in which the module part is fastened to the fastening target; a fastening robot including a first camera, the fastening robot to fasten the module part to the fastening target; and a control device to control movements of the loading robot and the fastening robot.",easy_negative,out_of_domain
2915,0.1,17/752457,12070858,humanoid-robot-commercialization-technology,Neuromorphic smooth control of robotic arms,"This document describes neuromorphic controllers. In one aspect, a method for controlling one or more joints of a robotic arm includes receiving, by neuromorphic controller comprising a spiking neural network (SNN), a target value of a joint control variable for a joint of the robotic arm. The SNN includes two position proprioceptor neurons, two-speed proprioceptor neurons, a presynaptic inhibitory neuron, an extensor motor neuron, and a flexor motor neuron. The neuromorphic controller updates an actual value of the joint control variable for the joint of the robotic arm based on the target value of the joint control variable. The updating includes generating, by one of the two position proprioceptor neurons, the first spikes to one of the extensors motor neurons or the flexor motor neuron based on a difference between the actual value of the joint control variable and the target value of the joint control variable.",easy_negative,out_of_domain
2916,0.1,18/563651,12491636,humanoid-robot-commercialization-technology,Collaborative robot having collision detection function and collision detection method of cooperative robot,"The present invention provides a collaborative robot comprising: a main body robot; an additional shaft robot that moves the main body robot along the additional shaft; and a processor unit that transmits and receives signals to and from the main body robot and the additional shaft robot, wherein the processor unit comprises: a receiving unit that obtains a data signal from the main body robot and the additional shaft robot; an external force calculation unit that calculates an external force value using the obtained data signal as a variable; a collision determination unit that compares the calculated external force value with a predetermined collision detection boundary value so as to determine whether a collision has occurred; and a control unit that generates different control commands for the main body robot and the auxiliary shaft robot depending on whether a collision has occurred.",easy_negative,out_of_domain
2917,0.1,17/732282,12643220,humanoid-robot-commercialization-technology,Deployable robotic arm,"A robotic arm system comprising a deployment system or a base, a first joint, and a manipulator coupled to the deployment system or base at the first joint and movable relative to the deployment link or base about the first joint. The manipulator includes a manipulator link, a second joint coupled to the manipulator link distal from the first joint, an elevation linkage coupled to the manipulator link at the second joint, a wrist coupled to the elevation linkage distal from the second joint, and an end effector coupled to the wrist. The end effector can change elevation via the elevation link without changing orientation.",easy_negative,out_of_domain
2918,0.1,18/869498,12643234,humanoid-robot-commercialization-technology,Nonlinear adaptive control method and system for mechanical arm motion control,"A nonlinear adaptive motion control method for robotic arm manipulation includes steps including inputting an output of the incremental nonlinear dynamic inversion controller to a servo motor drive configurable to drive the robotic arm; the system being provided to carry out the method. The method overcomes the problems of conventional robotic arm motion control technologies in identifying the movement load model and tuning the controller time-variant parameters, without relying on the robotic arm motion load model and external disturbance model which are conventionally required in tuning controller parameters. Since the difficulties and problems cannot be effectively solved by far, the disclosure offers a simple, effective, efficient control method and system for robotic arm movement.",easy_negative,out_of_domain
2919,0.1,17/829205,11584005,humanoid-robot-commercialization-technology,System and method for autonomously scanning and processing a part,"One variation of a method for autonomously scanning and processing a part includes: accessing a part model representing a part positioned in a work zone adjacent a robotic system; retrieving a sanding head translation speed; retrieving a toolpath for execution on the part defining positions, orientations, and target forces applied by the sanding head to the part. The method includes traversing the sanding head along the toolpath, at the sanding head translation speed; reading a sequence of applied forces from a force sensor coupled to the sanding head at positions along the toolpath; and deviating from the toolpath to maintain the set of applied forces within a threshold difference of a sequence of target forces along the toolpath. In one variation of the method, the robotic system executes a toolpath at a duration less than target duration by selectively varying target force and sanding head translation speed across the part.",easy_negative,out_of_domain
2920,0.1,17/664261,12246434,humanoid-robot-commercialization-technology,Method for operation and monitoring of painting robot,"A system and method for teaching a painting robot using wireless signals. The system includes a robot teaching assembly having a teaching tablet and a cradle to which the tablet is mounted, where the tablet includes a screen and a tablet Wi-Fi radio. The system also includes a robot controller assembly having a robot controller and a controller Wi-Fi radio, where the tablet radio and the controller radio are in wireless communication with each other to transmit signals to teach the robot. The cradle includes an emergency stop button for stopping the robot and an enable switch that must be closed to allow the robot to operate. The emergency stop button and enable switch are electrically coupled to the robot controller assembly by a safety signal cable. The cradle and the teaching tablet are not electrically coupled.",easy_negative,out_of_domain
